aug_a,aug_a_name,aug_b,aug_b_name,pair_win_rate,pair_show_rate
1384,捐赠,1405,速度恶魔,0.524386,0.000566
1225,双刀流,1243,质变：混沌,0.533295,0.000371
1018,巨像的勇气,1330,活力再生,0.41777,0.000002
1019,全凭身法,1092,易损,0.461186,0.00022
1397,地狱三头犬,1414,卡皮巴拉空投,0.418434,0.000005
1115,最万用的瞄准镜,1386,转得我眩晕了,0.446145,0.000002
1007,大力,1070,无休回复,0.519945,0.000103
1105,家园卫士,1194,精怪魔法,0.49853,0.000097
1118,会心治疗,1206,魔法转物理,0.51673,0.000589
1340,升级：米凯尔的祝福,1379,未知符文_1379,0.518792,0.000002
1181,重量级打击手,1325,玻璃大炮,0.459219,0.000048
1076,天音爆,1180,超强大脑,0.464283,0.000053
1098,急急小子,1156,任务：沃格勒特的巫师帽,0.514404,0.000195
1068,循环往复,1332,不祥契约,0.490301,0.000322
1095,风语者的祝福,2007,你肩上的恶魔,0.42158,0.000005
1074,缩小射线,1330,活力再生,0.443874,0.000136
1349,终极唤醒,1372,小猫咪找妈妈,0.474113,0.000011
1019,全凭身法,1311,溢流,0.492253,0.000329
1064,坚韧,1206,魔法转物理,0.471672,0.000179
1320,升级：收集者,1384,捐赠,0.528191,0.003338
1340,升级：米凯尔的祝福,1411,升级：荆棘之甲,0.526644,0.000001
1052,闪电打击,1347,吵闹鬼,0.48738,0.000093
1250,一板一眼,1337,尊我为王,0.487281,0.00013
1107,接二连三,1409,魄罗爆破手,0.463087,0.000174
1084,穿针引线,1414,卡皮巴拉空投,0.426191,0.000058
1044,冰寒,1151,面包和奶酪,0.506072,0.000911
1180,超强大脑,1318,升级：中娅,0.496115,0.000476
1088,终极刷新,1151,面包和奶酪,0.449393,0.000197
1004,回归基本功,1026,唯快不破,0.552466,0.000082
1071,更万用的瞄准镜,1077,灵魂虹吸,0.523519,0.001813
1020,黎明使者的坚决,1103,面包和黄油,0.478769,0.000205
1041,歌利亚巨人,1353,坦克引擎,0.50822,0.009469
1138,渴血,1402,属性叠属性叠属性！,0.538014,0.000134
1050,基石法师,1105,家园卫士,0.538904,0.00023
1070,无休回复,1315,快中求稳,0.536516,0.000159
1048,珠光护手,1062,全能龙魂,0.503096,0.000313
1066,量子计算,1206,魔法转物理,0.498963,0.000184
1138,渴血,1347,吵闹鬼,0.487795,0.000109
1042,恶趣味,1107,接二连三,0.442037,0.000033
1018,巨像的勇气,1388,无限循环往复,0.510342,0.000081
1027,大地苏醒,1311,溢流,0.479479,0.000061
1103,面包和黄油,1136,扇巴掌,0.48701,0.000739
1060,海洋龙魂,1400,最终都市列车,0.513673,0.000066
1149,不动如山,1361,任务：艾卡西亚的陷落,0.51761,0.000181
1150,面包和果酱,1337,尊我为王,0.495073,0.000088
1346,吸血习性,1391,红包,0.592041,0.001801
1057,山脉龙魂,2004,信念者的强化,0.45418,0.000003
1015,死亡之环,1338,升级：狂妄,0.467779,0.000014
1038,有始有终,1050,基石法师,0.518142,0.000652
1198,圣火,2007,你肩上的恶魔,0.405429,0.000009
1041,歌利亚巨人,1344,最终形态,0.501097,0.000783
1237,质变：黄金阶,1330,活力再生,0.472806,0.000054
1006,利刃华尔兹,1084,穿针引线,0.454657,0.00061
1011,你摸不到,1206,魔法转物理,0.469113,0.000107
1019,全凭身法,1032,裁决使,0.471582,0.002045
1214,旋转至胜,1405,速度恶魔,0.525266,0.000086
1054,物法皆修,1308,火狐,0.463468,0.000071
1015,死亡之环,1072,炽烈黎明,0.45851,0.000039
1061,回力OK镖,1069,退敌力场,0.468219,0.00004
1034,防护面纱,1050,基石法师,0.499884,0.000166
1006,利刃华尔兹,1344,最终形态,0.476902,0.000278
1029,虚幻武器,1057,山脉龙魂,0.468592,0.000168
1107,接二连三,12317,潘朵拉的盒子,0.506146,0.000001
1072,炽烈黎明,2024,由暴生急,0.422432,0.000007
1180,超强大脑,1341,帽上加帽,0.500089,0.000835
1205,物理转魔法,1331,至高天诺言,0.457052,0.000035
1064,坚韧,1413,和我一起困在这里,0.467593,0.000033
1214,旋转至胜,1341,帽上加帽,0.531534,0.000027
1081,踢踏舞,1391,红包,0.555286,0.000311
1088,终极刷新,1338,升级：狂妄,0.452535,0.000278
1041,歌利亚巨人,1406,祖母的辣椒油,0.488206,0.000474
1129,神射法师,1141,全心为你,0.441254,0.000046
1032,裁决使,1156,任务：沃格勒特的巫师帽,0.503978,0.001885
1194,精怪魔法,1331,至高天诺言,0.437581,0.000007
1339,激光治疗,2005,扳机炼狱,0.442857,0
1092,易损,1313,作弊：我能回城！,0.494113,0.000506
1023,魔鬼之舞,1080,会心防御,0.513883,0.000095
1006,利刃华尔兹,1015,死亡之环,0.462604,0.000022
1205,物理转魔法,1403,属性叠属性！,0.528442,0.000202
1052,闪电打击,1388,无限循环往复,0.469469,0.000192
1068,循环往复,1243,质变：混沌,0.499047,0.000687
1353,坦克引擎,1414,卡皮巴拉空投,0.442418,0.000126
1067,古式佳酿,1194,精怪魔法,0.463023,0.00012
1250,一板一眼,1356,暴击飞弹,0.458733,0.000144
1029,虚幻武器,1129,神射法师,0.492734,0.000817
1013,星界躯体,1225,双刀流,0.501352,0.000167
1331,至高天诺言,1372,小猫咪找妈妈,0.484145,0.000039
1028,侵蚀,1036,火上浇油,0.503082,0.000263
1035,感受燃烧,1086,精准奇才,0.473451,0.000047
1056,由心及物,1154,任务：海牛阿福的勇士,0.495625,0.00011
1061,回力OK镖,1087,台风,0.463024,0.000124
1063,狂徒豪气,1323,残忍,0.496952,0.000046
1019,全凭身法,1220,连拨击锤,0.465219,0.000114
1136,扇巴掌,1353,坦克引擎,0.502545,0.006193
1341,帽上加帽,1389,男爵之手,0.51276,0.000016
1347,吵闹鬼,2016,注魔,0.448003,0.000003
1129,神射法师,2009,狂热者,0.502799,0.000539
1384,捐赠,1400,最终都市列车,0.54278,0.000378
1105,家园卫士,1335,夺金,0.532641,0.000093
1129,神射法师,1384,捐赠,0.515526,0.000341
1074,缩小射线,1338,升级：狂妄,0.443998,0.000468
1237,质变：黄金阶,1373,缩小引擎,0.527723,0.000392
1006,利刃华尔兹,1348,闪闪现现,0.5,0
1316,刃下生风,1409,魄罗爆破手,0.47933,0.000089
1315,快中求稳,1414,卡皮巴拉空投,0.44587,0.000014
1333,逃跑计划,1420,咏叹奏鸣,0.563976,0.000176
1333,逃跑计划,1405,速度恶魔,0.531507,0.000225
1316,刃下生风,1321,砍伤,0.45024,0.000054
1238,质变：棱彩阶,1317,升级：弯刀,0.439344,0.000032
1112,终极不可阻挡,1402,属性叠属性叠属性！,0.502331,0.000019
1028,侵蚀,1211,杀戮时间到了,0.497084,0.000377
1156,任务：沃格勒特的巫师帽,1338,升级：狂妄,0.428953,0.000014
1030,尤里卡,1129,神射法师,0.49854,0.001838
1034,防护面纱,1151,面包和奶酪,0.48719,0.000184
1067,古式佳酿,1337,尊我为王,0.514334,0.00013
1011,你摸不到,1336,升级：无尽之刃,0.475863,0.000129
1336,升级：无尽之刃,1403,属性叠属性！,0.556476,0.000136
1116,闪现向前,1237,质变：黄金阶,0.486825,0.000058
1206,魔法转物理,1389,男爵之手,0.536388,0.000022
1317,升级：弯刀,1325,玻璃大炮,0.378878,0.000004
1328,暴击律动,1400,最终都市列车,0.49947,0.000095
1023,魔鬼之舞,1418,砸开那颗蛋,0.450903,0.000001
1108,自我毁灭,1372,小猫咪找妈妈,0.524365,0.00002
1097,巫师式思考,1325,玻璃大炮,0.454847,0.000391
1332,不祥契约,1420,咏叹奏鸣,0.538142,0.000084
1324,蛋白粉奶昔,1342,雪球扭蛋机,0.457452,0.000088
1081,踢踏舞,1339,激光治疗,0.421664,0.000007
1141,全心为你,1187,闪光弹,0.41354,0.000002
1118,会心治疗,1400,最终都市列车,0.496235,0.000272
1053,科学狂人,1060,海洋龙魂,0.539731,0.000194
1341,帽上加帽,1415,双生火焰,0.482482,0.000226
1060,海洋龙魂,1389,男爵之手,0.543488,0.000014
1097,巫师式思考,1305,练腿日,0.498732,0.000309
1082,残暴之力,1129,神射法师,0.424897,0.000078
1023,魔鬼之舞,1348,闪闪现现,0.453521,0.000018
1006,利刃华尔兹,1136,扇巴掌,0.466207,0.000236
1028,侵蚀,1322,罪恶快感,0.483324,0.000309
12317,潘朵拉的盒子,2024,由暴生急,0.479424,0
1002,尖端发明家,1409,魄罗爆破手,0.46539,0.000263
1032,裁决使,2003,魄罗之王的弹跳,0.469676,0.000171
1324,蛋白粉奶昔,2002,虚空裂隙,0.459704,0.000017
1321,砍伤,1340,升级：米凯尔的祝福,0.44596,0.000003
1133,魔法飞弹,1353,坦克引擎,0.489829,0.001739
1085,折磨者,1339,激光治疗,0.459766,0.000017
1238,质变：棱彩阶,1413,和我一起困在这里,0.493967,0.000025
1356,暴击飞弹,1409,魄罗爆破手,0.494642,0.000226
1028,侵蚀,1225,双刀流,0.538184,0.000217
1027,大地苏醒,1326,夜狩,0.464983,0.000262
0,无符文,1405,速度恶魔,0.598935,0.016201
1152,任务：钢化你心,1413,和我一起困在这里,0.465,0.000056
1088,终极刷新,1325,玻璃大炮,0.449345,0.000095
1002,尖端发明家,1180,超强大脑,0.465894,0.000184
1194,精怪魔法,2003,魄罗之王的弹跳,0.461356,0.000009
1098,急急小子,1347,吵闹鬼,0.460954,0.000034
1409,魄罗爆破手,2006,飞身踢,0.478108,0.00025
1318,升级：中娅,2005,扳机炼狱,0.445373,0.000014
1220,连拨击锤,1391,红包,0.512447,0.00024
1133,魔法飞弹,1384,捐赠,0.511824,0.000848
1009,霸符兄弟,1413,和我一起困在这里,0.496036,0.000009
1028,侵蚀,1413,和我一起困在这里,0.475348,0.000013
1030,尤里卡,1340,升级：米凯尔的祝福,0.529684,0.000045
1129,神射法师,2001,当心小蛋糕！,0.497637,0.000155
1322,罪恶快感,1373,缩小引擎,0.491998,0.000652
1044,冰寒,1206,魔法转物理,0.438135,0.000078
1045,炼狱导管,1334,升级：雪球,0.505016,0.00036
1136,扇巴掌,1405,速度恶魔,0.507218,0.000489
1319,升级：献祭,2007,你肩上的恶魔,0.40295,0.000024
1075,慢炖,1086,精准奇才,0.448959,0.000044
1108,自我毁灭,1198,圣火,0.461463,0.000086
1087,台风,1318,升级：中娅,0.453037,0.000021
1194,精怪魔法,1403,属性叠属性！,0.51419,0.000033
1319,升级：献祭,1320,升级：收集者,0.458116,0.000377
1038,有始有终,1129,神射法师,0.50735,0.000815
1015,死亡之环,1329,史上最大雪球,0.457583,0.000036
1150,面包和果酱,1195,巨人杀手,0.514793,0.000786
1097,巫师式思考,1373,缩小引擎,0.513085,0.000633
1084,穿针引线,1098,急急小子,0.472736,0.000377
1020,黎明使者的坚决,1037,急救用具,0.478785,0.00016
1072,炽烈黎明,1116,闪现向前,0.461572,0.000012
1013,星界躯体,1198,圣火,0.456732,0.000327
1324,蛋白粉奶昔,1333,逃跑计划,0.493724,0.000269
1092,易损,1112,终极不可阻挡,0.471061,0.000193
1018,巨像的勇气,1087,台风,0.445453,0.000017
1011,你摸不到,1996,升级：耀光,0.477231,0.000042
1027,大地苏醒,1416,海克斯科技龙魂,0.466942,0.000014
1041,歌利亚巨人,2001,当心小蛋糕！,0.505839,0.000171
1180,超强大脑,1324,蛋白粉奶昔,0.428197,0.000058
1108,自我毁灭,1133,魔法飞弹,0.462389,0.000335
1211,杀戮时间到了,1324,蛋白粉奶昔,0.428925,0.000136
1034,防护面纱,1327,坚若磐石,0.452049,0.000046
1379,未知符文_1379,1418,砸开那颗蛋,0.436813,0.000001
1067,古式佳酿,1198,圣火,0.482492,0.000262
1064,坚韧,1313,作弊：我能回城！,0.474126,0.000878
1205,物理转魔法,1421,舞会女王,0.482855,0.000031
1113,老练狙神,1308,火狐,0.506498,0.000222
1314,强力护盾,1414,卡皮巴拉空投,0.420298,0.000011
1180,超强大脑,1390,超凡邪恶,0.519489,0.001456
1348,闪闪现现,1415,双生火焰,0.506024,0
1341,帽上加帽,1347,吵闹鬼,0.470508,0.000053
1011,你摸不到,2018,纯粹主义者 - 术师,0.429955,0.000014
1007,大力,1214,旋转至胜,0.531384,0.000115
1320,升级：收集者,2024,由暴生急,0.472919,0.00025
1129,神射法师,1211,杀戮时间到了,0.472471,0.000882
1134,亮出你的剑,1391,红包,0.648529,0.000217
1026,唯快不破,1071,更万用的瞄准镜,0.51852,0.000282
1075,慢炖,1087,台风,0.47511,0.000066
1405,速度恶魔,1418,砸开那颗蛋,0.489923,0.000004
1037,急救用具,1326,夜狩,0.450744,0.00006
1081,踢踏舞,1151,面包和奶酪,0.455358,0.000197
1011,你摸不到,1391,红包,0.525657,0.000078
1238,质变：棱彩阶,1334,升级：雪球,0.509212,0.000722
1056,由心及物,1384,捐赠,0.537791,0.000357
1027,大地苏醒,1108,自我毁灭,0.468352,0.000102
1067,古式佳酿,1414,卡皮巴拉空投,0.440038,0.000035
1029,虚幻武器,1051,点亮他们！,0.516668,0.000384
1042,恶趣味,1325,玻璃大炮,0.435204,0.00002
1004,回归基本功,2004,信念者的强化,0.488011,0.000004
1198,圣火,2003,魄罗之王的弹跳,0.452404,0.000011
1313,作弊：我能回城！,1319,升级：献祭,0.487117,0.00046
1141,全心为你,2008,负重爆气,0.481112,0.000075
1053,科学狂人,1057,山脉龙魂,0.502076,0.00013
1085,折磨者,1386,转得我眩晕了,0.420708,0.000001
1319,升级：献祭,1342,雪球扭蛋机,0.479297,0.000174
1105,家园卫士,1401,生机迸发,0.508629,0.000036
1067,古式佳酿,12317,潘朵拉的盒子,0.500278,0.000001
1004,回归基本功,1062,全能龙魂,0.525818,0.000107
1310,小丑学院,1397,地狱三头犬,0.512248,0.000179
1136,扇巴掌,1301,神圣干预,0.476153,0.00027
1019,全凭身法,1375,吞噬灵魂,0.477677,0.000153
1211,杀戮时间到了,1421,舞会女王,0.472875,0.000041
1029,虚幻武器,1195,巨人杀手,0.526179,0.001198
1314,强力护盾,1316,刃下生风,0.460196,0.000025
1046,炼狱龙魂,2016,注魔,0.461366,0.000035
1069,退敌力场,1084,穿针引线,0.443292,0.000188
1019,全凭身法,1085,折磨者,0.453947,0.000041
1356,暴击飞弹,2007,你肩上的恶魔,0.439507,0.000023
1056,由心及物,1373,缩小引擎,0.544612,0.000556
1034,防护面纱,1047,关键暴击,0.481163,0.000134
1064,坚韧,1156,任务：沃格勒特的巫师帽,0.472234,0.000132
1098,急急小子,1413,和我一起困在这里,0.464042,0.000005
1345,心灵净化,1388,无限循环往复,0.481493,0.000513
1237,质变：黄金阶,1339,激光治疗,0.461682,0.00003
1181,重量级打击手,1205,物理转魔法,0.475402,0.000335
1038,有始有终,1088,终极刷新,0.487778,0.000298
1080,会心防御,1414,卡皮巴拉空投,0.431197,0.000009
1061,回力OK镖,1220,连拨击锤,0.444821,0.000106
1007,大力,1063,狂徒豪气,0.539222,0.000205
1349,终极唤醒,2004,信念者的强化,0.485154,0.000003
1045,炼狱导管,1080,会心防御,0.486671,0.000116
1007,大力,1023,魔鬼之舞,0.51397,0.000193
1074,缩小射线,1318,升级：中娅,0.443828,0.000093
1154,任务：海牛阿福的勇士,2001,当心小蛋糕！,0.487612,0.000014
1214,旋转至胜,1305,练腿日,0.516912,0.00009
1138,渴血,1311,溢流,0.511712,0.000703
0,无符文,1328,暴击律动,0.616322,0.027969
1070,无休回复,1384,捐赠,0.535002,0.000114
1314,强力护盾,1388,无限循环往复,0.48258,0.000097
1036,火上浇油,1047,关键暴击,0.473011,0.000326
1026,唯快不破,1141,全心为你,0.436865,0.000007
1152,任务：钢化你心,2018,纯粹主义者 - 术师,0.432447,0.000072
1108,自我毁灭,1195,巨人杀手,0.514682,0.000419
1077,灵魂虹吸,1129,神射法师,0.45659,0.000189
1063,狂徒豪气,1310,小丑学院,0.536678,0.000531
1061,回力OK镖,1129,神射法师,0.490523,0.000138
1026,唯快不破,1047,关键暴击,0.490895,0.000102
1073,暗影疾奔,1353,坦克引擎,0.49893,0.000601
1250,一板一眼,1316,刃下生风,0.476427,0.000292
1028,侵蚀,2001,当心小蛋糕！,0.509505,0.000087
1004,回归基本功,1316,刃下生风,0.513176,0.000075
1057,山脉龙魂,1095,风语者的祝福,0.447441,0.000091
1060,海洋龙魂,1194,精怪魔法,0.477552,0.000107
1050,基石法师,2026,杀意翻涌,0.471046,0.000025
1073,暗影疾奔,1220,连拨击锤,0.530325,0.000353
1314,强力护盾,1346,吸血习性,0.493921,0.000527
1053,科学狂人,1211,杀戮时间到了,0.509074,0.000249
1181,重量级打击手,1400,最终都市列车,0.521352,0.000245
1084,穿针引线,1225,双刀流,0.521731,0.001171
1328,暴击律动,1405,速度恶魔,0.469849,0.000151
1076,天音爆,1400,最终都市列车,0.473921,0.000018
1064,坚韧,1095,风语者的祝福,0.456205,0.000383
1314,强力护盾,1391,红包,0.529063,0.000087
1074,缩小射线,1195,巨人杀手,0.493112,0.001161
1039,冰霜 幽灵,1314,强力护盾,0.45437,0.000087
1211,杀戮时间到了,1314,强力护盾,0.45629,0.000136
1063,狂徒豪气,1075,慢炖,0.509818,0.000151
1084,穿针引线,2024,由暴生急,0.448869,0.000139
1379,未知符文_1379,1384,捐赠,0.449632,0.000004
1034,防护面纱,1079,战争交响乐,0.475754,0.000134
1072,炽烈黎明,1170,万用瞄准镜,0.439437,0.000051
1054,物法皆修,1379,未知符文_1379,0.488638,0.000002
1076,天音爆,1420,咏叹奏鸣,0.555578,0.000307
1334,升级：雪球,1406,祖母的辣椒油,0.526737,0.000314
1098,急急小子,1361,任务：艾卡西亚的陷落,0.51329,0.000018
1319,升级：献祭,1379,未知符文_1379,0.415617,0.000001
1318,升级：中娅,2002,虚空裂隙,0.496856,0.000287
1058,秘术冲拳,1082,残暴之力,0.452513,0.000566
1027,大地苏醒,1336,升级：无尽之刃,0.489169,0.000067
1187,闪光弹,1416,海克斯科技龙魂,0.449004,0
1104,仆从大师,12317,潘朵拉的盒子,0.519774,0
1085,折磨者,1336,升级：无尽之刃,0.423837,0.000013
1181,重量级打击手,1348,闪闪现现,0.479491,0.000039
1069,退敌力场,2002,虚空裂隙,0.46108,0.000036
1011,你摸不到,1062,全能龙魂,0.483974,0.000091
1019,全凭身法,1211,杀戮时间到了,0.471482,0.000576
1103,面包和黄油,1400,最终都市列车,0.498391,0.000208
0,无符文,1334,升级：雪球,0.615835,0.016673
1133,魔法飞弹,1361,任务：艾卡西亚的陷落,0.502924,0.000062
1023,魔鬼之舞,1305,练腿日,0.504536,0.000185
1105,家园卫士,2006,飞身踢,0.495232,0.000082
1053,科学狂人,1421,舞会女王,0.531121,0.000013
1187,闪光弹,1344,最终形态,0.495225,0.000174
1019,全凭身法,1107,接二连三,0.461757,0.00032
1087,台风,1320,升级：收集者,0.473017,0.000846
1243,质变：混沌,1334,升级：雪球,0.492722,0.000326
1013,星界躯体,1156,任务：沃格勒特的巫师帽,0.452984,0.000112
1064,坚韧,1339,激光治疗,0.449005,0.000067
1181,重量级打击手,1326,夜狩,0.460405,0.000133
1104,仆从大师,2026,杀意翻涌,0.463416,0.000006
1411,升级：荆棘之甲,2008,负重爆气,0.521101,0.00005
1032,裁决使,1237,质变：黄金阶,0.489643,0.001673
1019,全凭身法,1097,巫师式思考,0.485487,0.000312
1401,生机迸发,1416,海克斯科技龙魂,0.484169,0.000035
1081,踢踏舞,1314,强力护盾,0.447856,0.000036
1180,超强大脑,1181,重量级打击手,0.442032,0.000063
1180,超强大脑,2018,纯粹主义者 - 术师,0.482494,0.000048
1038,有始有终,1056,由心及物,0.532308,0.001017
1194,精怪魔法,1205,物理转魔法,0.458962,0.000277
1007,大力,1056,由心及物,0.502133,0.000045
1108,自我毁灭,1220,连拨击锤,0.43395,0.000066
1134,亮出你的剑,1342,雪球扭蛋机,0.578614,0.00006
1069,退敌力场,1323,残忍,0.464485,0.000056
1328,暴击律动,1402,属性叠属性叠属性！,0.526371,0.000062
1038,有始有终,1409,魄罗爆破手,0.523037,0.000585
1045,炼狱导管,1391,红包,0.563383,0.000539
1104,仆从大师,1333,逃跑计划,0.535198,0.000047
1104,仆从大师,1116,闪现向前,0.474381,0.000005
1036,火上浇油,1338,升级：狂妄,0.459543,0.000352
1413,和我一起困在这里,2010,双发快射,0.465263,0.000006
1205,物理转魔法,1330,活力再生,0.428589,0.000025
1113,老练狙神,1400,最终都市列车,0.468522,0.000098
1388,无限循环往复,1411,升级：荆棘之甲,0.532341,0.000114
1025,俯冲轰炸,1082,残暴之力,0.50167,0.000269
1018,巨像的勇气,1134,亮出你的剑,0.508937,0.000009
1036,火上浇油,1324,蛋白粉奶昔,0.448661,0.000082
1301,神圣干预,2004,信念者的强化,0.52615,0.000032
1116,闪现向前,1414,卡皮巴拉空投,0.8,0
1250,一板一眼,1415,双生火焰,0.442249,0.000099
1301,神圣干预,1317,升级：弯刀,0.393499,0.000004
1154,任务：海牛阿福的勇士,1211,杀戮时间到了,0.473459,0.000149
1204,叠角龙,1328,暴击律动,0.529458,0.000026
1086,精准奇才,1113,老练狙神,0.467966,0.000791
1023,魔鬼之舞,1319,升级：献祭,0.511918,0.000259
1054,物法皆修,1348,闪闪现现,0.415328,0.000013
1022,灵巧,1310,小丑学院,0.539187,0.000546
1071,更万用的瞄准镜,1326,夜狩,0.487028,0.000723
1361,任务：艾卡西亚的陷落,1405,速度恶魔,0.529012,0.000136
1107,接二连三,1204,叠角龙,0.513375,0.000023
1080,会心防御,1315,快中求稳,0.543681,0.000107
1071,更万用的瞄准镜,1301,神圣干预,0.471871,0.000288
1068,循环往复,2004,信念者的强化,0.50013,0.000035
1085,折磨者,1375,吞噬灵魂,0.474937,0.000325
1042,恶趣味,1344,最终形态,0.468279,0.000198
1104,仆从大师,1356,暴击飞弹,0.492459,0.000008
1019,全凭身法,1341,帽上加帽,0.473561,0.000184
1020,黎明使者的坚决,1237,质变：黄金阶,0.494553,0.000156
1115,最万用的瞄准镜,1195,巨人杀手,0.535475,0.000913
1187,闪光弹,1305,练腿日,0.488554,0.000043
1080,会心防御,1330,活力再生,0.477396,0.000043
0,无符文,1324,蛋白粉奶昔,0.56902,0.011125
1046,炼狱龙魂,1205,物理转魔法,0.47737,0.000649
1384,捐赠,1397,地狱三头犬,0.507094,0.00016
1037,急救用具,1060,海洋龙魂,0.494467,0.000193
1018,巨像的勇气,1301,神圣干预,0.466754,0.000151
1048,珠光护手,1115,最万用的瞄准镜,0.475102,0.000403
1250,一板一眼,1405,速度恶魔,0.483703,0.00022
1036,火上浇油,1054,物法皆修,0.460376,0.00034
1079,战争交响乐,1138,渴血,0.500951,0.001557
1105,家园卫士,1372,小猫咪找妈妈,0.500017,0.000025
1011,你摸不到,1045,炼狱导管,0.473391,0.000146
1116,闪现向前,2005,扳机炼狱,0.439113,0.00002
1237,质变：黄金阶,1318,升级：中娅,0.486247,0.000184
1051,点亮他们！,1133,魔法飞弹,0.481393,0.003603
1141,全心为你,1358,弹球,0.451804,0.000017
1053,科学狂人,2010,双发快射,0.520118,0.000037
1084,穿针引线,1086,精准奇才,0.455572,0.000303
1107,接二连三,2009,狂热者,0.48817,0.000472
1020,黎明使者的坚决,1372,小猫咪找妈妈,0.468284,0.000013
1061,回力OK镖,1336,升级：无尽之刃,0.492863,0.000113
0,无符文,1138,渴血,0.603816,0.051231
1115,最万用的瞄准镜,2007,你肩上的恶魔,0.440945,0.000019
1373,缩小引擎,1405,速度恶魔,0.518765,0.000954
1327,坚若磐石,1400,最终都市列车,0.483252,0.00007
1006,利刃华尔兹,1028,侵蚀,0.478124,0.000162
1075,慢炖,1333,逃跑计划,0.550432,0.00047
1041,歌利亚巨人,1372,小猫咪找妈妈,0.461999,0.000014
1004,回归基本功,1406,祖母的辣椒油,0.548985,0.000115
1035,感受燃烧,1046,炼狱龙魂,0.475593,0.000137
1356,暴击飞弹,1996,升级：耀光,0.49433,0.00011
1310,小丑学院,1333,逃跑计划,0.566916,0.000568
1087,台风,1400,最终都市列车,0.491471,0.000085
1113,老练狙神,1154,任务：海牛阿福的勇士,0.474615,0.000127
1339,激光治疗,1342,雪球扭蛋机,0.333333,0
1180,超强大脑,1310,小丑学院,0.522861,0.000157
1115,最万用的瞄准镜,1328,暴击律动,0.501531,0.001714
1045,炼狱导管,1074,缩小射线,0.465996,0.000293
1027,大地苏醒,1405,速度恶魔,0.477089,0.000052
1156,任务：沃格勒特的巫师帽,2009,狂热者,0.503702,0.000176
1020,黎明使者的坚决,1030,尤里卡,0.493509,0.000162
1238,质变：棱彩阶,1403,属性叠属性！,0.59167,0.001324
1318,升级：中娅,1406,祖母的辣椒油,0.532301,0.000599
1136,扇巴掌,1315,快中求稳,0.521498,0.000223
1356,暴击飞弹,2010,双发快射,0.537005,0.000371
1009,霸符兄弟,1060,海洋龙魂,0.537668,0.000669
1104,仆从大师,1379,未知符文_1379,0.414254,0
1150,面包和果酱,1237,质变：黄金阶,0.474551,0.0003
1022,灵巧,1136,扇巴掌,0.497997,0.000252
2008,负重爆气,2009,狂热者,0.476669,0.000174
1030,尤里卡,1318,升级：中娅,0.498165,0.001525
1075,慢炖,1323,残忍,0.510162,0.000324
1081,踢踏舞,1322,罪恶快感,0.496425,0.001653
0,无符文,1050,基石法师,0.612803,0.014454
1044,冰寒,1084,穿针引线,0.489448,0.001125
1118,会心治疗,12317,潘朵拉的盒子,0.500735,0.000001
1077,灵魂虹吸,1194,精怪魔法,0.466921,0.000111
1047,关键暴击,1345,心灵净化,0.45669,0.000391
2001,当心小蛋糕！,2009,狂热者,0.510043,0.000151
1138,渴血,1333,逃跑计划,0.560702,0.000948
1025,俯冲轰炸,1317,升级：弯刀,0.426973,0.000007
1386,转得我眩晕了,2005,扳机炼狱,0.412104,0
1305,练腿日,1411,升级：荆棘之甲,0.536819,0.000032
1388,无限循环往复,1420,咏叹奏鸣,0.568581,0.00036
1356,暴击飞弹,1391,红包,0.589326,0.000198
1061,回力OK镖,1321,砍伤,0.478334,0.000042
1044,冰寒,1389,男爵之手,0.52276,0.000024
1108,自我毁灭,1420,咏叹奏鸣,0.569514,0.001021
1007,大力,1074,缩小射线,0.477007,0.000281
1052,闪电打击,2009,狂热者,0.523254,0.000574
1195,巨人杀手,1347,吵闹鬼,0.516951,0.000191
1072,炽烈黎明,1323,残忍,0.485169,0.000093
1063,狂徒豪气,1069,退敌力场,0.454215,0.000041
1320,升级：收集者,1996,升级：耀光,0.483522,0.000445
1335,夺金,1413,和我一起困在这里,0.471732,0.000002
1194,精怪魔法,1401,生机迸发,0.458215,0.000031
1314,强力护盾,1424,???,0.431002,0.000005
1044,冰寒,1074,缩小射线,0.463689,0.000282
1156,任务：沃格勒特的巫师帽,1238,质变：棱彩阶,0.515448,0.001009
1214,旋转至胜,1318,升级：中娅,0.51519,0.000017
1023,魔鬼之舞,1061,回力OK镖,0.49618,0.00005
1023,魔鬼之舞,1092,易损,0.490037,0.000129
1032,裁决使,1325,玻璃大炮,0.442953,0.000741
1108,自我毁灭,1996,升级：耀光,0.480689,0.000089
1052,闪电打击,2016,注魔,0.467174,0.000038
1048,珠光护手,2024,由暴生急,0.486959,0.000534
1062,全能龙魂,1332,不祥契约,0.504326,0.000067
1150,面包和果酱,1405,速度恶魔,0.468821,0.000178
1019,全凭身法,1151,面包和奶酪,0.471822,0.000373
1072,炽烈黎明,2002,虚空裂隙,0.494228,0.000056
1077,灵魂虹吸,1156,任务：沃格勒特的巫师帽,0.472919,0.000083
1198,圣火,1334,升级：雪球,0.447962,0.000057
1035,感受燃烧,1996,升级：耀光,0.486098,0.000041
1011,你摸不到,2024,由暴生急,0.440585,0.000017
1046,炼狱龙魂,1067,古式佳酿,0.49022,0.000484
1039,冰霜 幽灵,2026,杀意翻涌,0.482874,0.000025
1038,有始有终,1149,不动如山,0.472722,0.000115
